student_id,unmastered_count,baseline_attempts,pso_attempts,efficiency_percent,is_penalized,recommended_path
170.0,16,213,201,5.63,0,perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> barisan_deret -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
171.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
172.0,18,241,235,2.49,0,bilangan_bulat -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> statistika_dasar -> himpunan -> bangun_ruang -> eksponen_logaritma -> peluang_dasar -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
173.0,18,237,225,5.06,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
174.0,18,244,238,2.46,0,aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> limit -> turunan -> integral
175.0,16,214,201,6.07,0,peluang_dasar -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
176.0,17,234,222,5.13,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> statistika_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
177.0,19,246,234,4.88,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> bangun_ruang -> teorema_pythagoras -> trigonometri -> aritmatika_sosial -> himpunan -> peluang_dasar -> statistika_dasar -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> barisan_deret -> limit -> turunan -> integral
178.0,16,214,208,2.8,0,aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
179.0,18,231,219,5.19,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> bangun_ruang -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
180.0,16,213,207,2.82,0,persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
181.0,16,212,206,2.83,0,perbandingan -> aritmatika_sosial -> himpunan -> eksponen_logaritma -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret -> trigonometri
182.0,18,239,224,6.28,0,aljabar_dasar -> aritmatika_sosial -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> himpunan -> statistika_dasar -> teorema_pythagoras -> trigonometri -> peluang_dasar -> barisan_deret -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> limit -> turunan -> integral
183.0,17,215,208,3.26,0,teorema_pythagoras -> bilangan_bulat -> aritmatika_sosial -> perbandingan -> himpunan -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> barisan_deret -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
184.0,17,216,203,6.02,0,aljabar_dasar -> aritmatika_sosial -> perbandingan -> statistika_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> barisan_deret -> bangun_ruang -> eksponen_logaritma -> peluang_dasar -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
185.0,17,235,217,7.66,0,aljabar_dasar -> aritmatika_sosial -> perbandingan -> statistika_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
186.0,16,197,185,6.09,0,barisan_deret -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
187.0,18,235,229,2.55,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
188.0,17,228,210,7.89,0,aljabar_dasar -> eksponen_logaritma -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> barisan_deret -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
189.0,16,212,206,2.83,0,perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
190.0,19,254,248,2.36,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> statistika_dasar -> teorema_pythagoras -> himpunan -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret -> trigonometri
191.0,18,240,234,2.5,0,aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> limit -> turunan -> integral
192.0,19,252,246,2.38,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
193.0,18,226,211,6.64,0,statistika_dasar -> aljabar_dasar -> teorema_pythagoras -> persamaan_linear_satu_variabel -> aritmatika_sosial -> perbandingan -> trigonometri -> himpunan -> barisan_deret -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
194.0,19,252,240,4.76,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> perbandingan -> persamaan_linear_satu_variabel -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> peluang_dasar -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
195.0,18,241,227,5.81,0,aljabar_dasar -> eksponen_logaritma -> persamaan_linear_satu_variabel -> peluang_dasar -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
196.0,17,235,229,2.55,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> himpunan -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> trigonometri -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
197.0,16,214,201,6.07,0,barisan_deret -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> statistika_dasar -> peluang_dasar -> teorema_pythagoras -> trigonometri -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
198.0,17,221,206,6.79,0,aljabar_dasar -> teorema_pythagoras -> aritmatika_sosial -> perbandingan -> trigonometri -> himpunan -> statistika_dasar -> eksponen_logaritma -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
199.0,17,225,211,6.22,0,eksponen_logaritma -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> barisan_deret -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
200.0,19,253,247,2.37,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret -> trigonometri
201.0,17,234,222,5.13,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> barisan_deret -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
202.0,17,224,212,5.36,0,aljabar_dasar -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
203.0,16,220,208,5.45,0,bilangan_bulat -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
204.0,15,205,193,5.85,0,peluang_dasar -> bilangan_bulat -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
205.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> perbandingan -> statistika_dasar -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> himpunan -> peluang_dasar -> barisan_deret -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
206.0,17,235,223,5.11,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
207.0,17,228,222,2.63,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> himpunan -> statistika_dasar -> eksponen_logaritma -> bangun_ruang -> peluang_dasar -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
208.0,18,244,232,4.92,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> peluang_dasar -> teorema_pythagoras -> trigonometri -> bangun_ruang -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
209.0,18,238,226,5.04,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> statistika_dasar -> fungsi_kuadrat -> limit -> turunan -> integral
210.0,14,190,183,3.68,0,barisan_deret -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
211.0,18,246,234,4.88,0,bilangan_bulat -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> bangun_ruang -> peluang_dasar -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
212.0,17,227,215,5.29,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
213.0,17,235,223,5.11,0,bilangan_bulat -> perbandingan -> himpunan -> aritmatika_sosial -> bangun_ruang -> statistika_dasar -> teorema_pythagoras -> trigonometri -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
214.0,18,237,225,5.06,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
215.0,17,234,221,5.56,0,barisan_deret -> persamaan_linear_satu_variabel -> perbandingan -> teorema_pythagoras -> trigonometri -> aritmatika_sosial -> himpunan -> bangun_ruang -> peluang_dasar -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
216.0,16,219,206,5.94,0,peluang_dasar -> eksponen_logaritma -> perbandingan -> persamaan_linear_satu_variabel -> himpunan -> bangun_ruang -> statistika_dasar -> barisan_deret -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
217.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> peluang_dasar -> aritmatika_sosial -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
218.0,18,232,220,5.17,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> bangun_ruang -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
219.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> himpunan -> statistika_dasar -> eksponen_logaritma -> peluang_dasar -> barisan_deret -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
220.0,16,221,214,3.17,0,statistika_dasar -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
221.0,17,228,222,2.63,0,persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> peluang_dasar -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> limit -> turunan -> integral
222.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
223.0,18,243,231,4.94,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
224.0,19,247,241,2.43,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> bangun_ruang -> teorema_pythagoras -> eksponen_logaritma -> peluang_dasar -> statistika_dasar -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
225.0,18,245,233,4.9,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
226.0,16,214,208,2.8,0,aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
227.0,17,228,222,2.63,0,bilangan_bulat -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> teorema_pythagoras -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
228.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> bangun_ruang -> eksponen_logaritma -> statistika_dasar -> teorema_pythagoras -> trigonometri -> peluang_dasar -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
229.0,18,244,226,7.38,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> perbandingan -> himpunan -> peluang_dasar -> teorema_pythagoras -> trigonometri -> statistika_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
230.0,18,250,244,2.4,0,bilangan_bulat -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
231.0,18,239,227,5.02,0,aljabar_dasar -> persamaan_linear_satu_variabel -> himpunan -> perbandingan -> aritmatika_sosial -> bangun_ruang -> statistika_dasar -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> peluang_dasar -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
232.0,19,251,239,4.78,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
233.0,16,220,208,5.45,0,perbandingan -> himpunan -> aritmatika_sosial -> statistika_dasar -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
234.0,19,254,248,2.36,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
235.0,17,235,223,5.11,0,bilangan_bulat -> persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
236.0,16,219,207,5.48,0,bilangan_bulat -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
237.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> bangun_ruang -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
238.0,17,220,208,5.45,0,persamaan_linear_satu_variabel -> aritmatika_sosial -> perbandingan -> statistika_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
239.0,19,246,234,4.88,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> bangun_ruang -> barisan_deret
240.0,17,223,217,2.69,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
241.0,19,247,241,2.43,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> himpunan -> peluang_dasar -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
242.0,18,227,215,5.29,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
243.0,18,245,239,2.45,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret -> trigonometri
244.0,18,230,215,6.52,0,aljabar_dasar -> aritmatika_sosial -> persamaan_linear_satu_variabel -> peluang_dasar -> perbandingan -> himpunan -> bangun_ruang -> teorema_pythagoras -> trigonometri -> statistika_dasar -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
245.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> perbandingan -> himpunan -> statistika_dasar -> teorema_pythagoras -> trigonometri -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
246.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
247.0,18,244,226,7.38,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
248.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
249.0,16,213,201,5.63,0,bilangan_bulat -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
250.0,18,244,226,7.38,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> perbandingan -> peluang_dasar -> himpunan -> statistika_dasar -> eksponen_logaritma -> teorema_pythagoras -> trigonometri -> barisan_deret -> sistem_persamaan_linear -> matriks -> bangun_ruang -> fungsi_kuadrat -> limit -> turunan -> integral
251.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> teorema_pythagoras -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
252.0,16,208,202,2.88,0,persamaan_linear_satu_variabel -> perbandingan -> barisan_deret -> himpunan -> eksponen_logaritma -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
253.0,17,223,211,5.38,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
